year,species,port,county,lob_zone,weight_type,weight,value,trip_n,harv_n
2021,Kelp Sugar,Other Maine,Not-Specified,UK,Live Pounds,410235,303107,64,21
2022,Kelp Sugar,Other Maine,Not-Specified,UK,Live Pounds,514130,386547,92,21
2023,Kelp Sugar,Other Maine,Not-Specified,UK,Live Pounds,1042961,1016702,187,42
2024,Kelp Sugar,Other Maine,Not-Specified,UK,Live Pounds,788565,551337,167,29
