year,species,port,county,lob_zone,weight_type,weight,value,trip_n,harv_n
2011,Squid Short-Finned,Other Maine,Not-Specified,UK,Live Pounds,1284,1274,22,6
2012,Squid Short-Finned,Other Maine,Not-Specified,UK,Live Pounds,1118,1350,38,9
2020,Squid Short-Finned,Other Maine,Not-Specified,UK,Live Pounds,713,1427,9,4
2021,Squid Short-Finned,Other Maine,Not-Specified,UK,Live Pounds,746,3031,9,3
