year,species,port,county,lob_zone,weight_type,weight,value,trip_n,harv_n
2008,Smelts,Other Maine,Not-Specified,UK,Live Pounds,825,1200,31,7
2009,Smelts,Other Maine,Not-Specified,UK,Live Pounds,1337,1908,44,10
2010,Smelts,Other Maine,Not-Specified,UK,Live Pounds,699,1348,26,4
2011,Smelts,Other Maine,Not-Specified,UK,Live Pounds,525,944,27,5
2013,Smelts,Other Maine,Not-Specified,UK,Live Pounds,146,286,9,3
