year,species,port,county,lob_zone,weight_type,weight,value,trip_n,harv_n
2008,Seaweed Unc,Other Maine,Not-Specified,UK,Live Pounds,83763,7074,319,3
2017,Seaweed Unc,Other Maine,Not-Specified,UK,Live Pounds,66759,21469,45,5
2018,Seaweed Unc,Other Maine,Not-Specified,UK,Live Pounds,14759,5160,24,7
2022,Seaweed Unc,Other Maine,Not-Specified,UK,Live Pounds,81082,53121,158,8
2023,Seaweed Unc,Other Maine,Not-Specified,UK,Live Pounds,52158,21640,68,9
