year,species,port,county,lob_zone,weight_type,weight,value,trip_n,harv_n
2013,Clam Surf / Hen,Other Maine,Not-Specified,UK,Live Pounds,268102,21445,20,6
2021,Clam Surf / Hen,Other Maine,Not-Specified,UK,Live Pounds,15999,7895,3,3
2022,Clam Surf / Hen,Other Maine,Not-Specified,UK,Live Pounds,14163,13108,9,3
2023,Clam Surf / Hen,Other Maine,Not-Specified,UK,Live Pounds,450939,214713,108,4
