year,species,port,county,lob_zone,weight_type,weight,value,trip_n,harv_n
2020,Alewife,Other Maine,Not-Specified,UK,Live Pounds,1576645,586668,0,15
2021,Alewife,Other Maine,Not-Specified,UK,Live Pounds,1835855,723291,0,17
2022,Alewife,Other Maine,Not-Specified,UK,Live Pounds,2689400,1154127,0,18
2023,Alewife,Other Maine,Not-Specified,UK,Live Pounds,2602355,1161838,0,16
2024,Alewife,Other Maine,Not-Specified,UK,Live Pounds,2244673,1026532,0,18
